E01002446,Hillingdon,Fraud or Forgery,Counted per Victim,0,2016,10
E01002838,Kensington and Chelsea,Theft and Handling,Handling Stolen Goods,0,2015,4
E01001659,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,1,2014,7
E01033582,Newham,Drugs,Drug Trafficking,0,2014,6
E01001637,Greenwich,Theft and Handling,Other Theft Person,0,2010,4
E01000955,Camden,Burglary,Burglary in a Dwelling,1,2010,1
E01003662,Redbridge,Burglary,Burglary in Other Buildings,2,2013,1
E01000942,Camden,Theft and Handling,Handling Stolen Goods,0,2016,6
E01000581,Brent,Theft and Handling,Other Theft,0,2010,3
E01001886,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2016,1
E01002655,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,1,2015,6
E01003932,Southwark,Violence Against the Person,Assault with Injury,2,2012,12
E01002314,Havering,Violence Against the Person,Wounding/GBH,0,2008,10
E01004750,Westminster,Other Notifiable Offences,Going Equipped,0,2010,2
E01002254,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,1
E01000339,Bexley,Violence Against the Person,Harassment,0,2015,2
E01000833,Bromley,Drugs,Possession Of Drugs,0,2009,3
E01003773,Redbridge,Violence Against the Person,Wounding/GBH,0,2008,2
E01004717,Westminster,Violence Against the Person,Offensive Weapon,0,2011,6
E01001968,Haringey,Violence Against the Person,Wounding/GBH,0,2012,3
E01003456,Merton,Robbery,Business Property,0,2014,2
E01001236,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,9
E01004755,Westminster,Drugs,Other Drugs,0,2011,11
E01001400,Enfield,Violence Against the Person,Wounding/GBH,0,2011,9
E01001593,Greenwich,Criminal Damage,Other Criminal Damage,0,2011,10
E01000132,Barnet,Theft and Handling,Other Theft,1,2008,4
E01003148,Lambeth,Other Notifiable Offences,Going Equipped,0,2011,7
E01003444,Merton,Other Notifiable Offences,Going Equipped,0,2012,4
E01000625,Brent,Other Notifiable Offences,Going Equipped,0,2013,1
E01002684,Hounslow,Drugs,Possession Of Drugs,1,2010,11
E01001730,Hackney,Theft and Handling,Handling Stolen Goods,0,2015,6
E01004236,Tower Hamlets,Theft and Handling,Theft From Shops,0,2009,4
E01000471,Brent,Burglary,Burglary in a Dwelling,1,2008,8
E01001362,Ealing,Burglary,Burglary in a Dwelling,0,2010,8
E01002694,Islington,Violence Against the Person,Other violence,1,2013,10
E01001253,Ealing,Violence Against the Person,Other violence,0,2016,12
E01002467,Hillingdon,Burglary,Burglary in a Dwelling,1,2014,2
E01001140,Croydon,Burglary,Burglary in a Dwelling,0,2016,7
E01000368,Bexley,Other Notifiable Offences,Other Notifiable,0,2015,5
E01004627,Wandsworth,Theft and Handling,Other Theft,0,2008,4
E01001559,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,1,2010,10
E01001396,Enfield,Violence Against the Person,Wounding/GBH,0,2015,1
E01000237,Barnet,Sexual Offences,Other Sexual,0,2014,2
E01004707,Westminster,Theft and Handling,Theft From Motor Vehicle,0,2013,12
E01001564,Enfield,Violence Against the Person,Wounding/GBH,0,2012,6
E01003427,Merton,Fraud or Forgery,Counted per Victim,0,2008,10
E01032722,Southwark,Violence Against the Person,Other violence,0,2010,6
E01032573,Hounslow,Theft and Handling,Handling Stolen Goods,0,2011,3
E01003403,Merton,Violence Against the Person,Harassment,0,2014,1
E01001767,Hackney,Criminal Damage,Criminal Damage To Dwelling,0,2008,2
E01001200,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,1
E01001880,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2009,9
E01003728,Redbridge,Drugs,Other Drugs,0,2008,4
E01004635,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,1
E01001339,Ealing,Robbery,Personal Property,1,2013,10
E01001317,Ealing,Drugs,Other Drugs,0,2012,3
E01000673,Bromley,Robbery,Personal Property,1,2011,3
E01001389,Ealing,Theft and Handling,Other Theft Person,1,2010,2
E01002274,Havering,Criminal Damage,Criminal Damage To Other Building,0,2016,2
E01000653,Bromley,Criminal Damage,Criminal Damage To Dwelling,0,2014,12
E01032777,Tower Hamlets,Violence Against the Person,Harassment,0,2009,7
E01000915,Camden,Theft and Handling,Theft From Motor Vehicle,1,2011,8
E01002076,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2010,6
E01001190,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,5
E01003369,Merton,Other Notifiable Offences,Other Notifiable,0,2009,7
E01033082,Hounslow,Burglary,Burglary in a Dwelling,1,2016,10
E01033493,Islington,Theft and Handling,Other Theft Person,0,2015,8
E01002368,Havering,Burglary,Burglary in a Dwelling,1,2011,9
E01003388,Merton,Violence Against the Person,Assault with Injury,2,2012,11
E01004364,Waltham Forest,Robbery,Personal Property,3,2011,8
E01001398,Enfield,Violence Against the Person,Common Assault,0,2008,11
